"country","date_key","sport","events_count","gold","silver","bronze","total_medals","medals_per_event"
"USA",1972,"Rowing","1","0","1","0","1","1.00"
"USA",1972,"Water Polo","1","0","0","1","1","1.00"
"USA",1976,"Gymnastics","1","0","0","1","1","1.00"
"USA",1976,"Judo","1","0","0","1","1","1.00"
"USA",1976,"Rowing","3","0","2","1","3","1.00"
"USA",1976,"Sailing","3","0","2","1","3","1.00"
"USA",1976,"Weightlifting","1","0","1","0","1","1.00"
"USA",1984,"Canoeing","1","0","0","1","1","1.00"
"USA",1984,"Fencing","1","0","0","1","1","1.00"
"USA",1984,"Hockey","1","0","0","1","1","1.00"
"USA",1984,"Judo","2","0","1","1","2","1.00"
"USA",1984,"Modern Pentathlon","1","0","1","0","1","1.00"
"USA",1984,"Water Polo","1","0","1","0","1","1.00"
"USA",1984,"Weightlifting","2","0","1","1","2","1.00"
"USA",1988,"Cycling","1","0","0","1","1","1.00"
"USA",1988,"Equestrianism","2","0","2","0","2","1.00"
"USA",1988,"Gymnastics","1","0","0","1","1","1.00"
"USA",1988,"Judo","2","0","1","1","2","1.00"
"USA",1988,"Rowing","3","0","2","1","3","1.00"
"USA",1988,"Shooting","1","0","1","0","1","1.00"
"USA",1988,"Synchronized Swimming","2","0","2","0","2","1.00"
"USA",1988,"Water Polo","1","0","1","0","1","1.00"
"USA",1992,"Cycling","2","0","0","2","2","1.00"
"USA",1992,"Equestrianism","2","0","0","2","2","1.00"
"USA",1992,"Judo","1","0","1","0","1","1.00"
"USA",1992,"Rowing","3","0","2","1","3","1.00"
"USA",1992,"Volleyball","2","0","0","2","2","1.00"
"USA",1996,"Baseball","1","0","0","1","1","1.00"
"USA",1996,"Canoeing","1","0","1","0","1","1.00"
"USA",1996,"Cycling","3","0","2","1","3","1.00"
"USA",1996,"Diving","2","0","0","2","2","1.00"
"USA",1996,"Equestrianism","4","0","2","2","4","1.00"
"USA",1996,"Judo","1","0","0","1","1","1.00"
"USA",1996,"Rowing","4","0","3","1","4","1.00"
"USA",1996,"Sailing","2","0","0","2","2","1.00"
"USA",2000,"Archery","2","0","1","1","2","1.00"
"USA",2000,"Boxing","4","0","2","2","4","1.00"
"USA",2000,"Football","1","0","1","0","1","1.00"
"USA",2000,"Gymnastics","1","0","0","1","1","1.00"
"USA",2000,"Modern Pentathlon","1","0","1","0","1","1.00"
"USA",2000,"Rowing","3","0","1","2","3","1.00"
"USA",2000,"Water Polo","1","0","1","0","1","1.00"
"USA",2004,"Canoeing","1","0","1","0","1","1.00"
"USA",2004,"Cycling","2","0","2","0","2","1.00"
"USA",2004,"Judo","1","0","0","1","1","1.00"
"USA",2004,"Synchronized Swimming","2","0","0","2","2","1.00"
"USA",2004,"Tennis","1","0","1","0","1","1.00"
"USA",2004,"Triathlon","1","0","0","1","1","1.00"
"USA",2004,"Water Polo","1","0","0","1","1","1.00"
"USA",2008,"Baseball","1","0","0","1","1","1.00"
"USA",2008,"Boxing","1","0","0","1","1","1.00"
"USA",2008,"Judo","1","0","0","1","1","1.00"
"USA",2008,"Softball","1","0","1","0","1","1.00"
"USA",2008,"Taekwondo","3","0","1","2","3","1.00"
"USA",2008,"Water Polo","2","0","2","0","2","1.00"
"USA",2012,"Archery","1","0","1","0","1","1.00"
"USA",2012,"Fencing","1","0","0","1","1","1.00"
"USA",2012,"Taekwondo","2","0","0","2","2","1.00"
"USA",2012,"Volleyball","1","0","1","0","1","1.00"
"USA",2016,"Archery","2","0","1","1","2","1.00"
"USA",2016,"Beach Volleyball","1","0","0","1","1","1.00"
"USA",2016,"Diving","3","0","2","1","3","1.00"
"USA",2016,"Equestrianism","3","0","1","2","3","1.00"
"USA",2016,"Fencing","4","0","2","2","4","1.00"
"USA",2016,"Golf","1","0","0","1","1","1.00"
"USA",2016,"Sailing","1","0","0","1","1","1.00"
"USA",2016,"Taekwondo","1","0","0","1","1","1.00"
"USA",2016,"Volleyball","2","0","0","2","2","1.00"
"USA",2016,"Weightlifting","1","0","0","1","1","1.00"
"Uzbekistan",1996,"Boxing","1","0","0","1","1","1.00"
"Uzbekistan",1996,"Judo","1","0","1","0","1","1.00"
"Uzbekistan",2000,"Wrestling","1","0","1","0","1","1.00"
"Uzbekistan",2004,"Boxing","2","0","0","2","2","1.00"
"Uzbekistan",2008,"Gymnastics","1","0","0","1","1","1.00"
"Uzbekistan",2008,"Judo","2","0","1","1","2","1.00"
"Uzbekistan",2008,"Trampolining","1","0","0","1","1","1.00"
"Uzbekistan",2012,"Boxing","1","0","0","1","1","1.00"
"Uzbekistan",2012,"Judo","1","0","0","1","1","1.00"
"Uzbekistan",2016,"Judo","2","0","0","2","2","1.00"
"Uzbekistan",2016,"Wrestling","3","0","0","3","3","1.00"
"Venezuela",1952,"Athletics","1","0","0","1","1","1.00"
"Venezuela",1960,"Shooting","1","0","0","1","1","1.00"
"Venezuela",1976,"Boxing","1","0","1","0","1","1.00"
"Venezuela",1980,"Boxing","1","0","1","0","1","1.00"
"Venezuela",1984,"Boxing","2","0","0","2","2","1.00"
"Venezuela",1984,"Swimming","1","0","0","1","1","1.00"
"Venezuela",2004,"Taekwondo","1","0","0","1","1","1.00"
"Venezuela",2004,"Weightlifting","1","0","0","1","1","1.00"
"Venezuela",2008,"Taekwondo","1","0","0","1","1","1.00"
"Venezuela",2016,"Athletics","1","0","1","0","1","1.00"
"Venezuela",2016,"Boxing","1","0","0","1","1","1.00"
"Venezuela",2016,"Cycling","1","0","0","1","1","1.00"
"Vietnam",2000,"Taekwondo","1","0","1","0","1","1.00"
"Vietnam",2008,"Weightlifting","1","0","1","0","1","1.00"
"Virgin Islands, US",1988,"Sailing","1","0","1","0","1","1.00"
"Zambia",1984,"Boxing","1","0","0","1","1","1.00"
"Zambia",1996,"Athletics","1","0","1","0","1","1.00"
"Poland",1976,"Football","1","0","1","0","1","1.00"
"Afghanistan",2012,"Taekwondo","1","0","0","1","1","1.00"
"Algeria",1984,"Boxing","2","0","0","2","2","1.00"
"Algeria",1992,"Boxing","1","0","0","1","1","1.00"
"Algeria",2000,"Boxing","1","0","0","1","1","1.00"
"Algeria",2008,"Judo","2","0","1","1","2","1.00"
"Algeria",2016,"Athletics","2","0","2","0","2","1.00"
"Argentina",1924,"Athletics","1","0","1","0","1","1.00"
"Argentina",1924,"Boxing","4","0","2","2","4","1.00"
"Argentina",1928,"Fencing","1","0","0","1","1","1.00"
"Argentina",1928,"Football","1","0","1","0","1","1.00"
"Argentina",1936,"Rowing","1","0","0","1","1","1.00"
"Argentina",1936,"Swimming","1","0","1","0","1","1.00"
"Argentina",1948,"Sailing","1","0","1","0","1","1.00"
"Argentina",1948,"Shooting","1","0","1","0","1","1.00"
"Argentina",1952,"Athletics","1","0","1","0","1","1.00"
"Argentina",1952,"Boxing","2","0","1","1","2","1.00"
"Argentina",1952,"Weightlifting","1","0","0","1","1","1.00"
"Argentina",1956,"Boxing","1","0","0","1","1","1.00"
"Argentina",1956,"Weightlifting","1","0","1","0","1","1.00"
"Argentina",1960,"Boxing","1","0","0","1","1","1.00"
"Argentina",1960,"Sailing","1","0","1","0","1","1.00"
"Argentina",1964,"Equestrianism","1","0","1","0","1","1.00"
"Argentina",1968,"Boxing","1","0","0","1","1","1.00"
"Argentina",1968,"Rowing","1","0","0","1","1","1.00"
"Argentina",1972,"Rowing","1","0","1","0","1","1.00"
"Argentina",1988,"Tennis","1","0","1","0","1","1.00"
"Argentina",1988,"Volleyball","1","0","0","1","1","1.00"
"Argentina",1992,"Tennis","1","0","0","1","1","1.00"
"Argentina",1996,"Boxing","1","0","0","1","1","1.00"
"Argentina",1996,"Football","1","0","1","0","1","1.00"
"Argentina",1996,"Sailing","1","0","1","0","1","1.00"
"Argentina",2000,"Hockey","1","0","1","0","1","1.00"
"Argentina",2000,"Sailing","3","0","1","2","3","1.00"
"Argentina",2004,"Hockey","1","0","0","1","1","1.00"
"Argentina",2004,"Sailing","1","0","0","1","1","1.00"
"Argentina",2004,"Swimming","1","0","0","1","1","1.00"
"Argentina",2004,"Tennis","1","0","0","1","1","1.00"
"Argentina",2008,"Basketball","1","0","0","1","1","1.00"
"Argentina",2008,"Hockey","1","0","0","1","1","1.00"
"Argentina",2008,"Judo","1","0","0","1","1","1.00"
"Argentina",2008,"Sailing","1","0","0","1","1","1.00"
"Argentina",2012,"Hockey","1","0","1","0","1","1.00"
"Argentina",2012,"Sailing","1","0","0","1","1","1.00"
"Argentina",2012,"Tennis","1","0","0","1","1","1.00"
"Argentina",2016,"Tennis","1","0","1","0","1","1.00"
"Armenia",2000,"Weightlifting","1","0","0","1","1","1.00"
"Armenia",2008,"Boxing","1","0","0","1","1","1.00"
"Armenia",2008,"Weightlifting","3","0","0","3","3","1.00"
"Armenia",2008,"Wrestling","2","0","0","2","2","1.00"
"Armenia",2012,"Weightlifting","1","0","0","1","1","1.00"
"Armenia",2012,"Wrestling","2","0","1","1","2","1.00"
"Armenia",2016,"Weightlifting","2","0","2","0","2","1.00"
"Australia",1904,"Swimming","4","0","3","1","4","1.00"
"Australia",1908,"Athletics","1","0","0","1","1","1.00"
"Australia",1908,"Boxing","1","0","1","0","1","1.00"
"Australia",1908,"Swimming","2","0","1","1","2","1.00"
"Australia",1912,"Tennis","1","0","0","1","1","1.00"
"Australia",1920,"Athletics","1","0","1","0","1","1.00"
"Australia",1920,"Swimming","2","0","1","1","2","1.00"
"Australia",1928,"Cycling","1","0","0","1","1","1.00"
"Australia",1928,"Swimming","2","0","2","0","2","1.00"
"Australia",1932,"Wrestling","1","0","0","1","1","1.00"
"Australia",1936,"Athletics","1","0","0","1","1","1.00"
"Australia",1948,"Swimming","4","0","2","2","4","1.00"
"Australia",1948,"Wrestling","2","0","1","1","2","1.00"
"Australia",1952,"Rowing","2","0","1","1","2","1.00"
"Australia",1952,"Weightlifting","1","0","0","1","1","1.00"
"Australia",1956,"Boxing","1","0","0","1","1","1.00"
"Australia",1956,"Canoeing","1","0","0","1","1","1.00"
"Australia",1956,"Rowing","3","0","1","2","3","1.00"
"Australia",1956,"Sailing","2","0","1","1","2","1.00"
"Australia",1960,"Boxing","2","0","0","2","2","1.00"
"Australia",1964,"Hockey","1","0","0","1","1","1.00"
"Australia",1964,"Judo","1","0","0","1","1","1.00"
"Australia",1968,"Equestrianism","1","0","0","1","1","1.00"
"Australia",1968,"Hockey","1","0","1","0","1","1.00"
"Australia",1968,"Rowing","1","0","1","0","1","1.00"
"Australia",1972,"Athletics","2","0","2","0","2","1.00"
"Australia",1972,"Cycling","3","0","3","0","3","1.00"
"Australia",1976,"Equestrianism","1","0","0","1","1","1.00"
"Australia",1976,"Hockey","1","0","1","0","1","1.00"
"Australia",1976,"Sailing","2","0","0","2","2","1.00"
"Australia",1976,"Swimming","1","0","0","1","1","1.00"
"Australia",1980,"Athletics","1","0","1","0","1","1.00"
"Australia",1980,"Canoeing","1","0","1","0","1","1.00"
"Australia",1984,"Canoeing","1","0","0","1","1","1.00"
"Australia",1984,"Rowing","3","0","1","2","3","1.00"
"Australia",1984,"Sailing","1","0","0","1","1","1.00"
"Australia",1984,"Shooting","1","0","0","1","1","1.00"
"Australia",1988,"Boxing","1","0","1","0","1","1.00"
"Australia",1988,"Canoeing","2","0","1","1","2","1.00"
"Australia",1988,"Cycling","4","0","2","2","4","1.00"
"Australia",1988,"Tennis","1","0","0","1","1","1.00"
"Australia",1992,"Athletics","2","0","0","2","2","1.00"
"Australia",1992,"Hockey","1","0","1","0","1","1.00"
"Australia",1992,"Sailing","2","0","0","2","2","1.00"
"Australia",1992,"Tennis","1","0","0","1","1","1.00"
"Australia",1996,"Athletics","2","0","2","0","2","1.00"
"Australia",1996,"Basketball","1","0","0","1","1","1.00"
"Australia",1996,"Beach Volleyball","1","0","0","1","1","1.00"
"Australia",1996,"Canoeing","3","0","0","3","3","1.00"
"Australia",1996,"Cycling","5","0","1","4","5","1.00"
"Australia",1996,"Sailing","2","0","1","1","2","1.00"
"Australia",1996,"Softball","1","0","0","1","1","1.00"
"Australia",1996,"Weightlifting","1","0","0","1","1","1.00"
"Australia",2000,"Basketball","1","0","1","0","1","1.00"
"Australia",2000,"Canoeing","2","0","1","1","2","1.00"
"Australia",2000,"Diving","2","0","0","2","2","1.00"
"Australia",2000,"Judo","1","0","0","1","1","1.00"
"Australia",2000,"Rowing","5","0","3","2","5","1.00"
"Australia",2000,"Softball","1","0","0","1","1","1.00"
"Australia",2000,"Tennis","1","0","1","0","1","1.00"
"Australia",2000,"Trampolining","1","0","1","0","1","1.00"
"Australia",2000,"Triathlon","1","0","1","0","1","1.00"
"Australia",2004,"Archery","1","0","0","1","1","1.00"
"Australia",2004,"Athletics","3","0","1","2","3","1.00"
"Australia",2004,"Baseball","1","0","1","0","1","1.00"
"Australia",2004,"Basketball","1","0","1","0","1","1.00"
"Australia",2004,"Canoeing","2","0","2","0","2","1.00"
"Australia",2004,"Softball","1","0","1","0","1","1.00"
"Australia",2004,"Tennis","1","0","0","1","1","1.00"
"Australia",2004,"Triathlon","1","0","1","0","1","1.00"
"Australia",2008,"Basketball","1","0","1","0","1","1.00"
"Australia",2008,"Cycling","1","0","1","0","1","1.00"
"Australia",2008,"Equestrianism","1","0","1","0","1","1.00"
"Australia",2008,"Hockey","1","0","0","1","1","1.00"
"Australia",2008,"Shooting","1","0","0","1","1","1.00"
"Australia",2008,"Softball","1","0","0","1","1","1.00"
"Australia",2008,"Water Polo","1","0","0","1","1","1.00"
"Australia",2012,"Basketball","1","0","0","1","1","1.00"
"Australia",2012,"Diving","1","0","1","0","1","1.00"
"Australia",2012,"Hockey","1","0","0","1","1","1.00"
"Australia",2012,"Rowing","5","0","3","2","5","1.00"
"Australia",2012,"Triathlon","1","0","0","1","1","1.00"
"Australia",2012,"Water Polo","1","0","0","1","1","1.00"
"Australia",2016,"Archery","1","0","0","1","1","1.00"
"Australia",2016,"Athletics","2","0","1","1","2","1.00"
"Australia",2016,"Canoeing","2","0","0","2","2","1.00"
"Australia",2016,"Cycling","2","0","1","1","2","1.00"
"Australia",2016,"Diving","1","0","0","1","1","1.00"
"Australia",2016,"Equestrianism","1","0","0","1","1","1.00"
"Austria",1904,"Swimming","1","0","0","1","1","1.00"
"Austria",1908,"Swimming","1","0","0","1","1","1.00"
"Austria",1912,"Fencing","2","0","1","1","2","1.00"
"Austria",1912,"Swimming","1","0","0","1","1","1.00"
"Austria",1912,"Tennis","1","0","1","0","1","1.00"
"Austria",1924,"Weightlifting","4","0","3","1","4","1.00"
"Austria",1928,"Rowing","1","0","0","1","1","1.00"
"Austria",1932,"Weightlifting","2","0","1","1","2","1.00"
"Austria",1932,"Wrestling","2","0","0","2","2","1.00"
"Austria",1936,"Equestrianism","1","0","0","1","1","1.00"
"Austria",1936,"Fencing","1","0","0","1","1","1.00"
"Austria",1936,"Football","1","0","1","0","1","1.00"
"Austria",1936,"Handball","1","0","1","0","1","1.00"
"Austria",1936,"Rowing","1","0","1","0","1","1.00"
"Austria",1948,"Canoeing","1","0","0","1","1","1.00"
"Austria",1948,"Fencing","1","0","0","1","1","1.00"
"Austria",1952,"Canoeing","2","0","1","1","2","1.00"
"Austria",1956,"Canoeing","1","0","0","1","1","1.00"
"Austria",1956,"Rowing","1","0","0","1","1","1.00"
"Austria",1960,"Rowing","1","0","1","0","1","1.00"
"Austria",1968,"Athletics","2","0","1","1","2","1.00"
"Austria",1968,"Canoeing","1","0","0","1","1","1.00"
"Austria",1968,"Sailing","1","0","1","0","1","1.00"
"Austria",1972,"Athletics","1","0","0","1","1","1.00"
"Austria",1972,"Canoeing","1","0","1","0","1","1.00"
"Austria",1972,"Shooting","1","0","0","1","1","1.00"
"Austria",1976,"Shooting","1","0","0","1","1","1.00"
"Austria",1980,"Sailing","2","0","2","0","2","1.00"
"Austria",1980,"Shooting","1","0","0","1","1","1.00"
"Austria",1984,"Shooting","1","0","1","0","1","1.00"
"Austria",1992,"Equestrianism","1","0","1","0","1","1.00"
"Austria",1992,"Rowing","1","0","1","0","1","1.00"
"Austria",1996,"Athletics","1","0","0","1","1","1.00"
"Austria",1996,"Shooting","2","0","1","1","2","1.00"
"Austria",2000,"Athletics","1","0","1","0","1","1.00"
"Austria",2004,"Judo","1","0","1","0","1","1.00"
"Austria",2004,"Shooting","1","0","0","1","1","1.00"
"Austria",2004,"Swimming","2","0","2","0","2","1.00"
"Austria",2008,"Canoeing","1","0","0","1","1","1.00"
"Austria",2008,"Judo","1","0","1","0","1","1.00"
"Austria",2008,"Swimming","1","0","0","1","1","1.00"
"Austria",2016,"Sailing","1","0","0","1","1","1.00"
"Azerbaijan",1996,"Wrestling","1","0","1","0","1","1.00"
"Azerbaijan",2000,"Boxing","1","0","0","1","1","1.00"
"Azerbaijan",2004,"Boxing","2","0","0","2","2","1.00"
"Azerbaijan",2004,"Shooting","2","0","0","2","2","1.00"
"Azerbaijan",2008,"Boxing","1","0","0","1","1","1.00"
"Azerbaijan",2008,"Wrestling","4","0","2","2","4","1.00"
"Azerbaijan",2012,"Boxing","2","0","0","2","2","1.00"
"Azerbaijan",2012,"Weightlifting","1","0","0","1","1","1.00"
"Azerbaijan",2016,"Boxing","2","0","1","1","2","1.00"
"Azerbaijan",2016,"Canoeing","2","0","1","1","2","1.00"
"Azerbaijan",2016,"Judo","2","0","2","0","2","1.00"
"Azerbaijan",2016,"Wrestling","9","0","3","6","9","1.00"
"Bahamas",1956,"Sailing","1","0","0","1","1","1.00"
"Bahamas",1992,"Athletics","1","0","0","1","1","1.00"
"Bahamas",1996,"Athletics","1","0","1","0","1","1.00"
"Bahamas",2008,"Athletics","2","0","1","1","2","1.00"
"Bahrain",2012,"Athletics","1","0","0","1","1","1.00"
"Barbados",2000,"Athletics","1","0","0","1","1","1.00"
"Belarus",1996,"Athletics","3","0","2","2","4","1.33"
"Belarus",1996,"Gymnastics","4","0","0","4","4","1.00"
"Belarus",1996,"Shooting","1","0","1","0","1","1.00"
"Belarus",1996,"Wrestling","4","0","3","1","4","1.00"
"Belarus",2000,"Judo","1","0","0","1","1","1.00"
"Belarus",2000,"Modern Pentathlon","1","0","0","1","1","1.00"
"Belarus",2000,"Rhythmic Gymnastics","2","0","2","0","2","1.00"
"Belarus",2000,"Shooting","4","0","1","3","4","1.00"
"Belarus",2000,"Weightlifting","2","0","0","2","2","1.00"
"Belarus",2000,"Wrestling","1","0","0","1","1","1.00"
"Belarus",2004,"Boxing","2","0","2","0","2","1.00"
"Belarus",2004,"Canoeing","1","0","0","1","1","1.00"
"Belarus",2004,"Cycling","1","0","0","1","1","1.00"
"Belarus",2004,"Rowing","2","0","1","1","2","1.00"
"Belarus",2004,"Shooting","1","0","0","1","1","1.00"
"Belarus",2004,"Weightlifting","2","0","2","1","3","1.50"
"Belarus",2004,"Wrestling","1","0","0","1","1","1.00"
"Belarus",2008,"Rhythmic Gymnastics","2","0","1","1","2","1.00"
"Belarus",2008,"Rowing","2","0","0","2","2","1.00"
"Belarus",2008,"Wrestling","2","0","0","2","2","1.00"
"Belarus",2012,"Canoeing","3","0","2","1","3","1.00"
"Belarus",2012,"Rhythmic Gymnastics","2","0","1","1","2","1.00"
"Belarus",2012,"Swimming","2","0","2","0","2","1.00"
"Belarus",2012,"Weightlifting","2","0","0","2","2","1.00"
"Belarus",2016,"Athletics","1","0","1","0","1","1.00"
"Belarus",2016,"Canoeing","1","0","0","1","1","1.00"
"Belarus",2016,"Swimming","1","0","0","1","1","1.00"
"Belarus",2016,"Weightlifting","2","0","2","0","2","1.00"
"Belarus",2016,"Wrestling","3","0","1","2","3","1.00"
"Belgium",1908,"Cycling","1","0","0","1","1","1.00"
"Belgium",1908,"Fencing","1","0","0","1","1","1.00"
"Belgium",1908,"Rowing","1","0","1","0","1","1.00"
"Belgium",1908,"Sailing","1","0","1","0","1","1.00"
"Belgium",1908,"Water Polo","1","0","1","0","1","1.00"
"Belgium",1912,"Equestrianism","1","0","0","1","1","1.00"
"Belgium",1912,"Rowing","1","0","1","0","1","1.00"
"Belgium",1912,"Water Polo","1","0","0","1","1","1.00"
"Belgium",1920,"Fencing","1","0","1","0","1","1.00"
"Belgium",1920,"Gymnastics","2","0","1","1","2","1.00"
"Belgium",1920,"Hockey","1","0","0","1","1","1.00"
"Belgium",1920,"Shooting","1","0","1","0","1","1.00"
"Belgium",1920,"Swimming","1","0","0","1","1","1.00"
"Belgium",1920,"Tug-Of-War","1","0","0","1","1","1.00"
"Belgium",1920,"Water Polo","1","0","1","0","1","1.00"
"Belgium",1924,"Cycling","3","0","2","1","3","1.00"
"Belgium",1924,"Swimming","1","0","1","0","1","1.00"
"Belgium",1924,"Water Polo","1","0","1","0","1","1.00"
"Belgium",1924,"Wrestling","1","0","1","0","1","1.00"
"Belgium",1928,"Boxing","1","0","0","1","1","1.00"
"Belgium",1928,"Rowing","1","0","0","1","1","1.00"
"Belgium",1928,"Wrestling","1","0","1","0","1","1.00"
"Belgium",1932,"Art Competitions","1","0","0","1","1","1.00"
"Belgium",1936,"Art Competitions","1","0","0","1","1","1.00"
"Belgium",1936,"Cycling","1","0","0","1","1","1.00"
"Belgium",1936,"Water Polo","1","0","0","1","1","1.00"
"Belgium",1948,"Boxing","1","0","1","0","1","1.00"
"Belgium",1948,"Fencing","1","0","0","1","1","1.00"
"Belgium",1952,"Rowing","1","0","1","0","1","1.00"
"Belgium",1956,"Sailing","1","0","1","0","1","1.00"
"Belgium",1956,"Wrestling","1","0","1","0","1","1.00"
"Belgium",1960,"Athletics","1","0","1","0","1","1.00"
"Belgium",1960,"Cycling","2","0","1","1","2","1.00"
"Belgium",1960,"Sailing","1","0","0","1","1","1.00"
"Belgium",1968,"Cycling","1","0","0","1","1","1.00"
"Belgium",1968,"Weightlifting","1","0","1","0","1","1.00"
"Belgium",1972,"Athletics","2","0","2","0","2","1.00"
"Belgium",1976,"Athletics","3","0","2","1","3","1.00"
"Belgium",1976,"Cycling","1","0","1","0","1","1.00"
"Belgium",1976,"Equestrianism","2","0","0","2","2","1.00"
"Belgium",1984,"Rowing","2","0","1","1","2","1.00"
"Belgium",1984,"Swimming","1","0","0","1","1","1.00"
"Belgium",1988,"Judo","1","0","0","1","1","1.00"
"Belgium",1988,"Shooting","1","0","0","1","1","1.00"
"Belgium",1992,"Cycling","1","0","0","1","1","1.00"
"Belgium",1992,"Judo","1","0","0","1","1","1.00"
"Belgium",1992,"Rowing","1","0","1","0","1","1.00"
"Belgium",1996,"Sailing","1","0","1","0","1","1.00"
"Belgium",2000,"Cycling","2","0","2","0","2","1.00"
"Belgium",2000,"Judo","2","0","0","2","2","1.00"
"Belgium",2000,"Tennis","1","0","0","1","1","1.00"
"Belgium",2004,"Cycling","1","0","0","1","1","1.00"
"Belgium",2004,"Judo","1","0","0","1","1","1.00"
"Belgium",2012,"Judo","1","0","0","1","1","1.00"
"Belgium",2012,"Sailing","1","0","0","1","1","1.00"
"Belgium",2012,"Shooting","1","0","1","0","1","1.00"
"Belgium",2016,"Hockey","1","0","1","0","1","1.00"
"Belgium",2016,"Judo","1","0","0","1","1","1.00"
"Belgium",2016,"Swimming","1","0","1","0","1","1.00"
"Bermuda",1976,"Boxing","1","0","0","1","1","1.00"
"Botswana",2012,"Athletics","1","0","1","0","1","1.00"
"Brazil",1948,"Basketball","1","0","0","1","1","1.00"
